Date,Close,High,Low,Open,Volume,Ticker,MA7,MA30,MA90,EMA12,EMA26,MACD,MACD_Signal,MACD_Hist,RSI,BB_Middle,BB_Upper,BB_Lower,BB_Width,Daily_Return,Volatility,Price_Range,Volume_Change,Close_Diff1
2020-03-30,132.904541015625,133.91146850585938,125.28968048095703,125.57789611816406,11841123306,ETH-USD,133.81880078996932,161.2689987182617,184.75729463365343,134.75929072153795,151.77769364096437,-17.01840291942642,-20.52445247016498,3.5060495507385596,63.990194570156106,131.2721389770508,166.17352384694897,96.37075410715262,69.80276973979635,5.829424129056493,10.560263244034244,8.621788024902344,19.148360249329222,
2020-03-31,133.59356689453125,134.27413940429688,131.65289306640625,132.8209228515625,11065246317,ETH-USD,133.08053261893136,158.4230977376302,184.78831202189127,134.57994859430613,150.43072128937672,-15.850772695070589,-19.5897165151461,3.7389438200755123,62.75264190556655,128.20839080810546,146.32592315735047,110.09085845886045,36.23506469849002,0.5184366716448396,10.563436440486337,2.621246337890625,-6.552393459215622,0.68902587890625
2020-04-01,135.63455200195312,135.63455200195312,129.73094177246094,133.61231994628906,12456564435,ETH-USD,133.00034114292689,155.2585901896159,184.87969394259983,134.74219527240567,149.33470874956757,-14.592513477161901,-18.590275907549263,3.997762430387361,63.296418218386926,129.37276229858398,146.14125691854457,112.60426767862337,33.5369892399212,1.527757028175758,10.508421577431063,5.9036102294921875,12.57376544670732,2.040985107421875
2020-04-02,142.02914428710938,146.78709411621094,135.732177734375,135.732177734375,15322861686,ETH-USD,133.52428218296595,152.51024068196614,184.9669987996419,135.86326435159086,148.79355582642253,-12.930291474831677,-17.458279021005744,4.527987546174067,54.32535501942608,129.81412887573242,147.44927765823468,112.17898009323018,35.2702975650045,4.7145747088575,10.557159801738374,11.054916381835938,23.010335361380886,6.39459228515625
2020-04-03,142.09130859375,146.89987182617188,139.619384765625,142.11045837402344,13184603402,ETH-USD,134.68904876708984,149.76268513997397,185.04502037896052,136.82142500423072,148.29709306844677,-11.475668064216052,-16.261756829647805,4.786088765431753,57.922402884064645,130.75339317321777,148.92203064757618,112.58475569885938,36.3372749487168,0.04376869758151436,10.557237780821644,7.280487060546875,-13.954692849271467,0.062164306640625
2020-04-04,145.21939086914062,145.37730407714844,140.121826171875,142.21517944335938,11946658257,ETH-USD,136.72231946672713,146.9610585530599,185.1443827311198,138.1134197526784,148.0691151277574,-9.955695375079017,-15.000544538734049,5.044849163655032,59.987251274503876,131.7536476135254,150.8188844903707,112.6884107366801,38.130473753690595,2.201459263306571,10.558083557238973,5.2554779052734375,-9.389324102173703,3.128082275390625
2020-04-05,143.54664611816406,146.12852478027344,142.10208129882812,145.26101684570312,11280993591,ETH-USD,139.28844996861048,143.62843678792316,185.1359659830729,138.9493007319839,147.7341174233431,-8.784816691359197,-13.75739896925908,4.972582277899884,68.63835076711939,133.4006862640381,150.34727227279518,116.45410025528099,33.89317201751419,-1.1518742372937596,10.473079994943987,4.0264434814453125,-5.571973782793716,-1.6727447509765625
2020-04-06,169.13587951660156,169.27264404296875,143.5446014404297,143.60821533203125,21636382525,ETH-USD,144.46435546875,141.33786315917968,185.42032029893664,143.59338977577124,149.31943313395485,-5.7260433581836025,-12.151127847043984,6.4250844888603815,75.07033462627584,136.16034278869628,157.23772315563588,115.08296242175669,42.154760733879186,17.826423737809293,11.023951542717196,25.728042602539062,91.795007686748,25.5892333984375
2020-04-07,165.10194396972656,175.20413208007812,164.2033233642578,169.14744567871094,21659346091,ETH-USD,148.9655521937779,140.15162607828776,185.6852515326606,146.9023981133028,150.48850801067866,-3.5861098973758487,-10.438124257110358,6.852014359734509,69.24332556577852,138.67332649230957,160.99664510106655,116.35000788355258,44.64663721751397,-2.385026499642884,10.653669759945242,11.000808715820312,0.10613403591597237,-4.033935546875
2020-04-08,172.64173889160156,173.21026611328125,164.49319458007812,165.24032592773438,17063110836,ETH-USD,154.2522931780134,139.17347310384113,186.05927971733942,150.86229669457956,152.12948807593222,-1.26719138135266,-8.60393768195882,7.33674630060616,74.82184707884495,140.47572059631347,167.43231918998063,113.51912200264631,53.91319718733432,4.5667511481618295,10.68578300765068,8.717071533203125,-21.22056333413431,7.539794921875
2020-04-09,170.80714416503906,172.8977813720703,167.98712158203125,172.76126098632812,14901696210,ETH-USD,158.36343601771765,138.1748031616211,186.35753936767577,153.93073476695793,153.5130181566068,0.4177166103511354,-6.79960682349683,7.217323433847965,72.19752761127764,142.3792194366455,172.25358929849392,112.50484957479709,59.74873972369683,-1.0626600139346465,10.687209280006705,4.9106597900390625,-12.667178023832648,-1.8345947265625
2020-04-10,158.41244506835938,170.94976806640625,154.9144744873047,170.8292694091797,17980944616,ETH-USD,160.69502694266183,136.95960032145183,186.52959865993924,154.62022865948123,153.87593866858845,0.7442899908927814,-5.290827460618908,6.035117451511689,65.09749036711513,143.65890617370604,173.99797047033593,113.31984187707614,60.678128593259785,-7.256546063848212,10.758691812296373,16.035293579101562,20.66374433222995,-12.394699096679688
2020-04-11,158.2160186767578,161.16757202148438,155.29833984375,158.5389862060547,13555089447,ETH-USD,162.55168805803572,138.48856353759766,186.66673295762803,155.17342712367764,154.197426076601,0.976001047076636,-4.0374617590797985,5.013462806156435,67.38797874054923,145.403649520874,174.81750979895943,115.98978924278859,58.827720556170846,-0.12399681825301379,7.206052965655208,5.869232177734375,-24.614141601113314,-0.1964263916015625
2020-04-12,161.14242553710938,164.51695251464844,156.3205108642578,158.23239135742188,15123721386,ETH-USD,165.06537083217077,139.41991729736327,186.8546866522895,156.09173457189792,154.71187048108308,1.3798640908148343,-2.953996589100872,4.3338606799157064,73.44833446481036,146.71519050598144,176.49616423736256,116.93421677460032,59.56194746276225,1.849627417518529,6.437326375872073,8.196441650390625,11.572272873102785,2.9264068603515625
2020-04-13,156.27955627441406,160.74969482421875,151.61448669433594,160.72067260742188,16465282133,ETH-USD,163.22875322614397,140.5190350850423,186.74717780219183,156.12063021843886,154.82799535466316,1.292634863775703,-2.104670298525557,3.3973051623012602,65.9305107958782,147.5910961151123,177.41752798406418,117.76466424616041,59.65286373790377,-3.0177461003746964,6.2909149135411475,9.135208129882812,8.870573007526318,-4.8628692626953125
2020-04-14,157.5963897705078,160.94427490234375,155.86593627929688,156.35595703125,14723156630,ETH-USD,162.15653119768416,141.5984380086263,186.6512412177192,156.34767014952638,155.0330616076887,1.3146085418376856,-1.4208145304529087,2.7354230722905943,66.21957841133096,148.66112098693847,178.30118046570743,119.02106150816951,59.28011895753792,0.8426140484949274,6.290020600346987,5.078338623046875,-10.580599159660931,1.31683349609375
2020-04-15,153.28689575195312,160.71112060546875,152.80284118652344,157.56564331054688,14171753737,ETH-USD,159.3915536063058,143.02113876342773,186.52786220974392,155.87678178066895,154.90371598874532,0.9730657919236307,-0.9420384659776009,1.9151042579012316,61.57350550171292,149.40738792419432,178.70517241098,120.10960343740864,58.59556897357136,-2.734513160377705,5.869458470946364,7.9082794189453125,-3.7451404400361987,-4.3094940185546875
2020-04-16,172.15737915039062,173.1572723388672,150.3594207763672,153.20042419433594,22910469236,ETH-USD,159.5844443184989,144.96162643432618,186.54316694471572,158.38148906831844,156.18176511183015,2.199723956488299,-0.313685981484421,2.5134099379727197,66.97599422785726,151.31835975646973,181.3444288773559,121.29229063558356,60.052138241772354,12.310565300359055,6.201798255001119,22.7978515625,61.662908212868,18.8704833984375
2020-04-17,171.63858032226562,174.27590942382812,169.75157165527344,172.2794189453125,16714684266,ETH-USD,161.47389221191406,146.85483678181967,186.5017547607422,160.4210415689257,157.3267143866772,3.0943271822484917,0.36791665126216155,2.72641053098633,66.56341246276588,153.35096397399903,183.08426980158674,123.6176581464113,59.46661165517544,-0.3013514905287895,6.209661019427208,4.5243377685546875,-27.043466051163854,-0.518798828125
2020-04-18,186.91400146484375,187.9404754638672,171.61807250976562,171.61807250976562,20160323443,ETH-USD,165.5736040387835,148.53217493693035,186.72335645887586,164.49688155291307,159.5183652813562,4.978516271556856,1.2900365753211005,3.6884796962357553,70.57129288844803,156.4174774169922,186.73758803377132,126.09736680021308,60.640221233558236,8.899759665861406,5.46439647566297,16.322402954101562,20.614443696127193,15.275421142578125
2020-04-19,181.61495971679688,188.0989227294922,180.12081909179688,186.8619842529297,19146038381,ETH-USD,168.49825177873885,150.16143468221028,186.88440585666234,167.1304320396644,161.15515005435182,5.975281985312591,2.2270856573193987,3.7481963279931927,68.13328904514125,158.85299835205078,189.04584502541903,128.66015167868252,60.3856933467365,-2.835015946648367,5.46468912750397,7.9781036376953125,-5.031095184894852,-5.299041748046875
2020-04-20,172.2971649169922,186.0835418701172,170.32127380371094,181.480224609375,21266681335,ETH-USD,170.78648158482142,151.4773831685384,186.91329481336805,167.92531402079175,161.98048448862147,5.944829532170274,2.970634432289574,2.9741950998807005,51.78207823397249,160.78817825317384,189.0648052600995,132.5115512462482,56.5532540138513,-5.130521634525309,5.58254170587927,15.76226806640625,11.076144901623453,-9.317794799804688
2020-04-21,172.73770141601562,175.178466796875,170.55284118652344,172.01771545410156,16458767984,ETH-USD,172.94952610560827,153.1246014912923,186.96266750759548,168.66568131236463,162.77731537213214,5.8883659402324895,3.554180733878157,2.3341852063543325,54.48617553618465,162.64333572387696,188.75725728280537,136.52941416494855,52.22784311785682,0.25568412529346496,5.368641621454792,4.6256256103515625,-22.607727436472636,0.4405364990234375
2020-04-22,182.59957885742188,183.75100708007812,171.82659912109375,172.67039489746094,17994666395,ETH-USD,177.13705226353235,154.714200592041,187.18123440212673,170.80935785775807,164.24563118585732,6.563726671900753,4.1560899214826765,2.4076367504180762,55.69505766905088,164.67185745239257,190.3426846979363,139.00103020684884,51.34165449108747,5.709163292415953,5.2159085676412165,11.924407958984375,9.331794533424898,9.86187744140625
2020-04-23,185.02867126464844,189.0888671875,180.3406524658203,182.62017822265625,21275740032,ETH-USD,178.9758082798549,156.25644149780274,187.42542877197266,172.99694453574122,165.78511563613813,7.211828899603091,4.7672377171067595,2.444591182496332,58.07859769949158,166.8187255859375,191.70815196345058,141.92929920842442,49.77885275502615,1.3302836854422573,5.206045421626562,8.748214721679688,18.233589692508435,2.4290924072265625
2020-04-24,189.2369384765625,190.21038818359375,185.22210693359375,185.22210693359375,16788555028,ETH-USD,181.48985944475447,158.02447636922201,187.73601769341363,175.4954051420214,167.52228769839178,7.973117443629633,5.408413662411334,2.5647037812182987,69.30552577065794,169.01960296630858,193.65041219202757,144.3887937405896,49.26161845143798,2.2743865494742277,5.180197800431045,4.98828125,-21.09061775172568,4.2082672119140625
